TERYT4;GENDER;AGE_GROUP;predicted_BRCA_cases
1601;K;<75-84>;5,033104167
1013;K;<75-84>;0
811;K;<75-84>;4,930888214
607;K;<75-84>;4,734557212
2809;K;<75-84>;2,504392336
216;K;<75-84>;3,107228996
3010;K;<75-84>;5,024512515
417;K;<75-84>;1,783452533
1430;K;<75-84>;1,911307788
2403;K;<75-84>;8,794330054
612;K;<75-84>;3,108009366
2408;K;<75-84>;4,439849476
403;K;<75-84>;4,031504907
2214;K;<75-84>;5,585744469
1005;K;<75-84>;2,776003954
2814;K;<75-84>;6,18976597
1805;K;<75-84>;5,590176765
3029;K;<75-84>;2,11759667
2601;K;<75-84>;3,668502034
2001;K;<75-84>;4,562604984
1807;K;<75-84>;5,383646777
2804;K;<75-84>;3,467179296
3013;K;<75-84>;3,819215079
619;K;<75-84>;0
2812;K;<75-84>;3,073981441
807;K;<75-84>;1,969397946
3031;K;<75-84>;3,661807241
1404;K;<75-84>;2,464151079
3006;K;<75-84>;4,46556894
3015;K;<75-84>;3,378889353
222;K;<75-84>;0
1461;K;<75-84>;0
1438;K;<75-84>;4,281830424
209;K;<75-84>;3,145645387
3217;K;<75-84>;3,179070652
2404;K;<75-84>;6,298635364
2807;K;<75-84>;4,775887802
1418;K;<75-84>;8,424823788
1412;K;<75-84>;6,997170314
215;K;<75-84>;4,324913526
214;K;<75-84>;6,607797729
1861;K;<75-84>;3,346528288
1402;K;<75-84>;4,667889091
2605;K;<75-84>;4,18714351
2208;K;<75-84>;3,394879671
2602;K;<75-84>;5,309721312
1021;K;<75-84>;0
411;K;<75-84>;3,149290638
1009;K;<75-84>;3,221385878
661;K;<75-84>;3,447365352
2607;K;<75-84>;4,397935686
2207;K;<75-84>;4,463097288
2816;K;<75-84>;3,53474519
2479;K;<75-84>;3,005426756
2810;K;<75-84>;2,749801599
1018;K;<75-84>;0
1001;K;<75-84>;4,713515692
1407;K;<75-84>;2,61784924
1604;K;<75-84>;3,537778681
1006;K;<75-84>;3,169426306
1605;K;<75-84>;4,072750197
3022;K;<75-84>;2,960211951
2009;K;<75-84>;0
1864;K;<75-84>;2,75817548
1408;K;<75-84>;11,19581951
1818;K;<75-84>;6,307591287
220;K;<75-84>;3,962863003
410;K;<75-84>;3,035824065
804;K;<75-84>;5,046504452
2415;K;<75-84>;11,01335209
3212;K;<75-84>;3,199276954
1213;K;<75-84>;8,15856216
1863;K;<75-84>;10,95895627
2478;K;<75-84>;9,906885388
2202;K;<75-84>;4,788739054
409;K;<75-84>;0
1262;K;<75-84>;4,345272215
3214;K;<75-84>;7,512842243
413;K;<75-84>;1,977564943
226;K;<75-84>;2,422575147
213;K;<75-84>;1,93788176
3218;K;<75-84>;0
3030;K;<75-84>;4,814080162
402;K;<75-84>;4,9928954
3213;K;<75-84>;0
1420;K;<75-84>;4,717002209
862;K;<75-84>;7,782002777
1016;K;<75-84>;7,334167488
208;K;<75-84>;9,573843259
2215;K;<75-84>;10,75284963
3211;K;<75-84>;4,202048987
1014;K;<75-84>;4,646056146
3020;K;<75-84>;3,174476042
3203;K;<75-84>;3,676217257
3012;K;<75-84>;4,017594656
664;K;<75-84>;3,395363484
1414;K;<75-84>;4,227993967
1203;K;<75-84>;7,59774854
1417;K;<75-84>;8,311967707
3005;K;<75-84>;2,450332412
2413;K;<75-84>;7,426390614
2407;K;<75-84>;3,804019966
2005;K;<75-84>;2,71546608
2609;K;<75-84>;3,28026573
1610;K;<75-84>;2,81479353
3206;K;<75-84>;5,208065961
3025;K;<75-84>;3,250711738
211;K;<75-84>;6,83809376
201;K;<75-84>;4,658253348
2803;K;<75-84>;3,798018143
3202;K;<75-84>;3,512683647
1406;K;<75-84>;5,013442023
3028;K;<75-84>;3,278395913
3009;K;<75-84>;4,662520002
1212;K;<75-84>;5,993275429
810;K;<75-84>;4,502760108
2203;K;<75-84>;3,515825972
3061;K;<75-84>;7,215134858
3024;K;<75-84>;4,754376531
614;K;<75-84>;6,198351503
2406;K;<75-84>;4,162446869
1427;K;<75-84>;1,902243252
3216;K;<75-84>;0
2472;K;<75-84>;9,939695979
1413;K;<75-84>;3,104471916
802;K;<75-84>;3,946812995
3023;K;<75-84>;3,085508357
2815;K;<75-84>;5,483163049
3017;K;<75-84>;10,44472002
3019;K;<75-84>;7,337048923
2412;K;<75-84>;4,279407355
2808;K;<75-84>;2,654162158
219;K;<75-84>;8,333303986
3207;K;<75-84>;2,476185092
3011;K;<75-84>;3,714253679
2061;K;<75-84>;17,24604997
3002;K;<75-84>;4,310074341
1208;K;<75-84>;3,056628687
1063;K;<75-84>;2,795226822
2263;K;<75-84>;5,951639609
1008;K;<75-84>;6,604609661
604;K;<75-84>;3,328776132
3004;K;<75-84>;4,789203208
3208;K;<75-84>;4,403178357
1464;K;<75-84>;4,488030187
3026;K;<75-84>;2,199004032
1012;K;<75-84>;6,339479277
617;K;<75-84>;4,164768381
2211;K;<75-84>;3,193121964
2861;K;<75-84>;7,724074266
1661;K;<75-84>;10,04553237
1421;K;<75-84>;10,78872498
808;K;<75-84>;2,765674003
3001;K;<75-84>;2,608562116
1020;K;<75-84>;9,358872176
3201;K;<75-84>;1,985240513
2611;K;<75-84>;6,077978683
3014;K;<75-84>;1,888566406
1003;K;<75-84>;2,767050086
2477;K;<75-84>;9,598321989
3003;K;<75-84>;7,720850061
1463;K;<75-84>;20,95103229
2462;K;<75-84>;10,79817872
1017;K;<75-84>;4,763403738
1011;K;<75-84>;2,949148591
407;K;<75-84>;10,76954672
2405;K;<75-84>;6,406146031
809;K;<75-84>;3,798549847
462;K;<75-84>;10,88064129
2209;K;<75-84>;4,100504304
1603;K;<75-84>;5,931615478
2661;K;<75-84>;11,18908718
2206;K;<75-84>;4,284162453
2811;K;<75-84>;2,416933
3210;K;<75-84>;3,286887905
225;K;<75-84>;5,772888615
1428;K;<75-84>;4,700136205
2063;K;<75-84>;3,757513827
419;K;<75-84>;3,925004271
2467;K;<75-84>;4,904915211
3063;K;<75-84>;2,584647217
2806;K;<75-84>;3,295209881
1002;K;<75-84>;6,266487655
1004;K;<75-84>;3,032713255
2476;K;<75-84>;4,329486284
2401;K;<75-84>;14,79227683
803;K;<75-84>;3,451759493
3215;K;<75-84>;4,430055833
2409;K;<75-84>;6,369110966
2416;K;<75-84>;6,644754092
2461;K;<75-84>;9,482010764
1862;K;<75-84>;5,178937352
2463;K;<75-84>;5,953117499
1019;K;<75-84>;6,83358642
663;K;<75-84>;19,95561831
2471;K;<75-84>;4,255555405
463;K;<75-84>;13,69114292
3261;K;<75-84>;8,167899188
2610;K;<75-84>;5,948960241
1062;K;<75-84>;5,671620913
401;K;<75-84>;3,74274033
262;K;<75-84>;6,552050507
1263;K;<75-84>;7,683799307
2469;K;<75-84>;23,44193668
2466;K;<75-84>;19,70735399
1261;K;<75-84>;68,08313839
2473;K;<75-84>;9,269261954
2262;K;<75-84>;18,33568456
461;K;<75-84>;29,76220657
2862;K;<75-84>;11,23925416
261;K;<75-84>;6,924489802
3262;K;<75-84>;41,03906468
2261;K;<75-84>;35,46934839
207;K;<75-84>;3,015826438
464;K;<75-84>;7,886628947
1465;K;<75-84>;185,9212175
1462;K;<75-84>;8,236356722
221;K;<75-84>;14,27533658
3263;K;<75-84>;2,830817238
2464;K;<75-84>;17,09407546
1061;K;<75-84>;69,78976186
2475;K;<75-84>;21,55368569
2264;K;<75-84>;3,443115097
1806;M;<0-44>;0
2012;M;<0-44>;0
1415;M;<0-44>;0
1207;M;<0-44>;0
2007;M;<0-44>;0
1815;M;<0-44>;0
412;M;<0-44>;0
1816;M;<0-44>;0
1210;M;<0-44>;0
2006;M;<0-44>;0
1819;M;<0-44>;0
2604;M;<0-44>;0
1204;M;<0-44>;0
618;M;<0-44>;0
1216;M;<0-44>;3,342255671
1812;M;<0-44>;0
605;M;<0-44>;0
1813;M;<0-44>;0
1409;M;<0-44>;0
1211;M;<0-44>;0
2608;M;<0-44>;0
1202;M;<0-44>;0
217;M;<0-44>;0
1214;M;<0-44>;0
1425;M;<0-44>;0
2013;M;<0-44>;0
2417;M;<0-44>;0
1401;M;<0-44>;0
608;M;<0-44>;0
1426;M;<0-44>;0
1820;M;<0-44>;0
609;M;<0-44>;0
1803;M;<0-44>;0
611;M;<0-44>;0
1205;M;<0-44>;0
218;M;<0-44>;0
406;M;<0-44>;0
1811;M;<0-44>;0
1817;M;<0-44>;0
1209;M;<0-44>;0
1804;M;<0-44>;0
416;M;<0-44>;0
602;M;<0-44>;0
801;M;<0-44>;0
616;M;<0-44>;0
1416;M;<0-44>;0
3007;M;<0-44>;0
1217;M;<0-44>;0
2014;M;<0-44>;0
1403;M;<0-44>;0
1218;M;<0-44>;0
2205;M;<0-44>;0
1007;M;<0-44>;0
2201;M;<0-44>;0
408;M;<0-44>;0
2216;M;<0-44>;0
1808;M;<0-44>;0
3016;M;<0-44>;0
2805;M;<0-44>;0
2008;M;<0-44>;0
615;M;<0-44>;0
2002;M;<0-44>;0
1801;M;<0-44>;0
601;M;<0-44>;0
2603;M;<0-44>;0
812;M;<0-44>;0
2414;M;<0-44>;0
2613;M;<0-44>;0
204;M;<0-44>;0
1436;M;<0-44>;0
1810;M;<0-44>;0
1609;M;<0-44>;0
1608;M;<0-44>;0
2011;M;<0-44>;0
1802;M;<0-44>;0
1435;M;<0-44>;0
1201;M;<0-44>;0
603;M;<0-44>;0
415;M;<0-44>;0
1423;M;<0-44>;0
1437;M;<0-44>;0
2210;M;<0-44>;0
3209;M;<0-44>;0
2402;M;<0-44>;0
2819;M;<0-44>;0
3018;M;<0-44>;0
405;M;<0-44>;0
2818;M;<0-44>;0
223;M;<0-44>;0
2612;M;<0-44>;0
1809;M;<0-44>;0
2801;M;<0-44>;0
1015;M;<0-44>;0
1219;M;<0-44>;0
2010;M;<0-44>;0
1010;M;<0-44>;0
2813;M;<0-44>;0
1429;M;<0-44>;0
613;M;<0-44>;0
1410;M;<0-44>;0
2004;M;<0-44>;0
2410;M;<0-44>;0
3205;M;<0-44>;0
1434;M;<0-44>;0
1411;M;<0-44>;0
620;M;<0-44>;0
212;M;<0-44>;0
1433;M;<0-44>;0
2062;M;<0-44>;0
1602;M;<0-44>;0
1814;M;<0-44>;0
2411;M;<0-44>;0
1206;M;<0-44>;0
3021;M;<0-44>;0
2817;M;<0-44>;0
1611;M;<0-44>;0
418;M;<0-44>;0
210;M;<0-44>;0
206;M;<0-44>;0
2003;M;<0-44>;0
1607;M;<0-44>;0
3027;M;<0-44>;0
1215;M;<0-44>;0
610;M;<0-44>;0
2212;M;<0-44>;0
1601;M;<0-44>;0
1013;M;<0-44>;0
811;M;<0-44>;0
3008;M;<0-44>;0
607;M;<0-44>;0
2809;M;<0-44>;0
404;M;<0-44>;0
216;M;<0-44>;0
3010;M;<0-44>;0
417;M;<0-44>;0
1430;M;<0-44>;1,258816438
2403;M;<0-44>;0
203;M;<0-44>;0
612;M;<0-44>;0
2408;M;<0-44>;0
403;M;<0-44>;0
2214;M;<0-44>;0
1419;M;<0-44>;0
1005;M;<0-44>;0
2814;M;<0-44>;0
1805;M;<0-44>;0
3029;M;<0-44>;0
2601;M;<0-44>;0
2001;M;<0-44>;0
1807;M;<0-44>;0
1424;M;<0-44>;0
2804;M;<0-44>;0
3013;M;<0-44>;0
619;M;<0-44>;0
2812;M;<0-44>;0
807;M;<0-44>;0
3031;M;<0-44>;0
1404;M;<0-44>;0
3006;M;<0-44>;0
3015;M;<0-44>;0
222;M;<0-44>;0
1461;M;<0-44>;0
1438;M;<0-44>;0
209;M;<0-44>;0
2606;M;<0-44>;0
3217;M;<0-44>;0
2404;M;<0-44>;0
2807;M;<0-44>;0
1418;M;<0-44>;0
1412;M;<0-44>;0
215;M;<0-44>;0
214;M;<0-44>;0
1861;M;<0-44>;0
1402;M;<0-44>;0
2605;M;<0-44>;0
2208;M;<0-44>;0
2602;M;<0-44>;0
1021;M;<0-44>;0
411;M;<0-44>;0
1009;M;<0-44>;0
661;M;<0-44>;0
2607;M;<0-44>;0
2207;M;<0-44>;0
1606;M;<0-44>;0
2816;M;<0-44>;0
2802;M;<0-44>;0
2479;M;<0-44>;0
2810;M;<0-44>;0
1018;M;<0-44>;0
2213;M;<0-44>;0
1001;M;<0-44>;0
1407;M;<0-44>;0
1604;M;<0-44>;0
1006;M;<0-44>;0
1605;M;<0-44>;0
3022;M;<0-44>;0
2009;M;<0-44>;0
1864;M;<0-44>;0
1408;M;<0-44>;0
1818;M;<0-44>;0
1422;M;<0-44>;0
220;M;<0-44>;0
410;M;<0-44>;0
804;M;<0-44>;0
2415;M;<0-44>;0
3212;M;<0-44>;0
1213;M;<0-44>;0
1863;M;<0-44>;0
2478;M;<0-44>;0
2202;M;<0-44>;0
409;M;<0-44>;0
1262;M;<0-44>;0
3214;M;<0-44>;0
413;M;<0-44>;0
226;M;<0-44>;0
213;M;<0-44>;0
3218;M;<0-44>;0
3030;M;<0-44>;0
805;M;<0-44>;0
402;M;<0-44>;0
3213;M;<0-44>;0
1420;M;<0-44>;0
862;M;<0-44>;0
1016;M;<0-44>;0
208;M;<0-44>;0
2215;M;<0-44>;0
2204;M;<0-44>;0
3211;M;<0-44>;0
1014;M;<0-44>;0
3020;M;<0-44>;0
3203;M;<0-44>;0
414;M;<0-44>;0
3012;M;<0-44>;0
664;M;<0-44>;0
1414;M;<0-44>;0
1821;M;<0-44>;0
1203;M;<0-44>;0
1417;M;<0-44>;0
3005;M;<0-44>;1,706716588
606;M;<0-44>;0
2413;M;<0-44>;0
224;M;<0-44>;0
2407;M;<0-44>;0
202;M;<0-44>;0
2005;M;<0-44>;0
2609;M;<0-44>;0
1610;M;<0-44>;0
3206;M;<0-44>;0
3025;M;<0-44>;0
211;M;<0-44>;0
201;M;<0-44>;0
2803;M;<0-44>;0
3202;M;<0-44>;0
1406;M;<0-44>;0
3028;M;<0-44>;0
3009;M;<0-44>;0
1212;M;<0-44>;0
810;M;<0-44>;0
2203;M;<0-44>;0
3061;M;<0-44>;0
3024;M;<0-44>;0
614;M;<0-44>;1,711914701
2406;M;<0-44>;0
1427;M;<0-44>;0
3216;M;<0-44>;0
2472;M;<0-44>;0
1413;M;<0-44>;0
802;M;<0-44>;0
3023;M;<0-44>;0
2815;M;<0-44>;2,143918892
3017;M;<0-44>;0
3019;M;<0-44>;0
2412;M;<0-44>;0
2808;M;<0-44>;0
219;M;<0-44>;2,945149758
3207;M;<0-44>;0
806;M;<0-44>;0
3011;M;<0-44>;0
2061;M;<0-44>;0
3002;M;<0-44>;0
1208;M;<0-44>;0
1432;M;<0-44>;0
205;M;<0-44>;0
3204;M;<0-44>;0
1063;M;<0-44>;0
2263;M;<0-44>;0
1008;M;<0-44>;0
604;M;<0-44>;0
3004;M;<0-44>;0
3208;M;<0-44>;0
1464;M;<0-44>;0
3026;M;<0-44>;0
2470;M;<0-44>;0
1012;M;<0-44>;2,187102431
617;M;<0-44>;0
2468;M;<0-44>;0
1405;M;<0-44>;0
2211;M;<0-44>;0
2861;M;<0-44>;0
1661;M;<0-44>;0
1421;M;<0-44>;0
808;M;<0-44>;0
3001;M;<0-44>;0
1020;M;<0-44>;0
3201;M;<0-44>;0
2611;M;<0-44>;0
3014;M;<0-44>;0
1003;M;<0-44>;0
2477;M;<0-44>;0
3003;M;<0-44>;0
1463;M;<0-44>;0
2462;M;<0-44>;0
1017;M;<0-44>;0
1011;M;<0-44>;0
407;M;<0-44>;0
2405;M;<0-44>;0
809;M;<0-44>;0
462;M;<0-44>;0
2209;M;<0-44>;0
1603;M;<0-44>;0
2661;M;<0-44>;0
2206;M;<0-44>;0
2811;M;<0-44>;0
3210;M;<0-44>;0
861;M;<0-44>;0
225;M;<0-44>;0
1428;M;<0-44>;0
2063;M;<0-44>;0
419;M;<0-44>;0
2467;M;<0-44>;0
3063;M;<0-44>;0
2806;M;<0-44>;0
1002;M;<0-44>;0
1004;M;<0-44>;0
2476;M;<0-44>;0
2401;M;<0-44>;0
803;M;<0-44>;0
3215;M;<0-44>;0
2409;M;<0-44>;7,09854127
2416;M;<0-44>;0
2465;M;<0-44>;0
2461;M;<0-44>;2,723089803
662;M;<0-44>;0
1862;M;<0-44>;0
2463;M;<0-44>;0
1019;M;<0-44>;0
663;M;<0-44>;0
2471;M;<0-44>;0
463;M;<0-44>;7,85517783
3261;M;<0-44>;0
2610;M;<0-44>;0
1062;M;<0-44>;0
401;M;<0-44>;0
262;M;<0-44>;0
1263;M;<0-44>;0
2469;M;<0-44>;4,408837348
2466;M;<0-44>;0
1261;M;<0-44>;0
2473;M;<0-44>;0
2262;M;<0-44>;4,553483862
461;M;<0-44>;0
264;M;<0-44>;0
2862;M;<0-44>;3,437704761
261;M;<0-44>;0
3262;M;<0-44>;0
2261;M;<0-44>;0
207;M;<0-44>;0
2474;M;<0-44>;0
464;M;<0-44>;0
1465;M;<0-44>;0
3064;M;<0-44>;0
1462;M;<0-44>;0
221;M;<0-44>;0
3062;M;<0-44>;0
3263;M;<0-44>;0
2464;M;<0-44>;0
1061;M;<0-44>;0
2475;M;<0-44>;0
2264;M;<0-44>;0
1806;M;<45-54>;0
2012;M;<45-54>;0
1415;M;<45-54>;0
1207;M;<45-54>;0
2007;M;<45-54>;0
1815;M;<45-54>;1,326918906
412;M;<45-54>;0
1816;M;<45-54>;0
1210;M;<45-54>;0
2006;M;<45-54>;0
1819;M;<45-54>;0
2604;M;<45-54>;0
1204;M;<45-54>;0
618;M;<45-54>;0
1216;M;<45-54>;0
1812;M;<45-54>;0
605;M;<45-54>;0
1813;M;<45-54>;0
1409;M;<45-54>;0
1211;M;<45-54>;0
2608;M;<45-54>;0
1202;M;<45-54>;0
217;M;<45-54>;0
1214;M;<45-54>;0
1425;M;<45-54>;0
2013;M;<45-54>;0
2417;M;<45-54>;3,404953651
1401;M;<45-54>;0
608;M;<45-54>;0
1426;M;<45-54>;0
1820;M;<45-54>;0
609;M;<45-54>;0
1803;M;<45-54>;0
611;M;<45-54>;0
1205;M;<45-54>;0
218;M;<45-54>;0
406;M;<45-54>;0
1811;M;<45-54>;0
1817;M;<45-54>;0
1209;M;<45-54>;0
1804;M;<45-54>;0
416;M;<45-54>;0
602;M;<45-54>;0
801;M;<45-54>;0
616;M;<45-54>;1,154558599
1416;M;<45-54>;0
3007;M;<45-54>;0
1217;M;<45-54>;0
2014;M;<45-54>;0
1403;M;<45-54>;0
1218;M;<45-54>;2,657836367
2205;M;<45-54>;0
1007;M;<45-54>;0
2201;M;<45-54>;2,715006812
408;M;<45-54>;0
2216;M;<45-54>;0
1808;M;<45-54>;0
3016;M;<45-54>;0
2805;M;<45-54>;0
2008;M;<45-54>;0
615;M;<45-54>;0
2002;M;<45-54>;0
1801;M;<45-54>;0
601;M;<45-54>;0
2603;M;<45-54>;0
812;M;<45-54>;0
2414;M;<45-54>;0
2613;M;<45-54>;0
204;M;<45-54>;0
1436;M;<45-54>;0
1810;M;<45-54>;0
1609;M;<45-54>;0
1608;M;<45-54>;0
2011;M;<45-54>;0
1802;M;<45-54>;5,118791517
1435;M;<45-54>;0
1201;M;<45-54>;0
603;M;<45-54>;0
415;M;<45-54>;0
1423;M;<45-54>;0
1437;M;<45-54>;0
2210;M;<45-54>;0
3209;M;<45-54>;2,587180952
2402;M;<45-54>;0
2819;M;<45-54>;0
3018;M;<45-54>;0
405;M;<45-54>;0
2818;M;<45-54>;0
223;M;<45-54>;0
2612;M;<45-54>;0
1809;M;<45-54>;0
2801;M;<45-54>;0
1015;M;<45-54>;0
1219;M;<45-54>;0
2010;M;<45-54>;0
1010;M;<45-54>;0
2813;M;<45-54>;2,441770663
1429;M;<45-54>;2,196361459
613;M;<45-54>;0
1410;M;<45-54>;0
2004;M;<45-54>;0
2410;M;<45-54>;0
3205;M;<45-54>;0
1434;M;<45-54>;0
1411;M;<45-54>;0
620;M;<45-54>;0
212;M;<45-54>;0
1433;M;<45-54>;0
2062;M;<45-54>;0
1602;M;<45-54>;0
1814;M;<45-54>;0
2411;M;<45-54>;0
1206;M;<45-54>;4,24932956
3021;M;<45-54>;6,933062976
2817;M;<45-54>;0
1611;M;<45-54>;0
418;M;<45-54>;0
210;M;<45-54>;0
206;M;<45-54>;0
2003;M;<45-54>;0
1607;M;<45-54>;0
3027;M;<45-54>;0
1215;M;<45-54>;0
610;M;<45-54>;0
2212;M;<45-54>;0
1601;M;<45-54>;0
1013;M;<45-54>;0
811;M;<45-54>;0
3008;M;<45-54>;0
607;M;<45-54>;0
2809;M;<45-54>;0
404;M;<45-54>;0
216;M;<45-54>;0
3010;M;<45-54>;0
417;M;<45-54>;0
1430;M;<45-54>;0
2403;M;<45-54>;0
203;M;<45-54>;0
612;M;<45-54>;0
2408;M;<45-54>;0
403;M;<45-54>;0
2214;M;<45-54>;1,59841377
1419;M;<45-54>;0
1005;M;<45-54>;0
2814;M;<45-54>;0
1805;M;<45-54>;1,658431076
3029;M;<45-54>;0
2601;M;<45-54>;0
2001;M;<45-54>;0
1807;M;<45-54>;0
1424;M;<45-54>;0
2804;M;<45-54>;0
3013;M;<45-54>;0
619;M;<45-54>;0
2812;M;<45-54>;0
807;M;<45-54>;0
3031;M;<45-54>;0
1404;M;<45-54>;0
3006;M;<45-54>;0
3015;M;<45-54>;6,379822832
222;M;<45-54>;0
1461;M;<45-54>;0
1438;M;<45-54>;1,100471265
209;M;<45-54>;0
2606;M;<45-54>;0
3217;M;<45-54>;0
2404;M;<45-54>;2,18208936
2807;M;<45-54>;0
1418;M;<45-54>;2,439694102
1412;M;<45-54>;0
215;M;<45-54>;0
214;M;<45-54>;0
1861;M;<45-54>;0
1402;M;<45-54>;0
2605;M;<45-54>;0
2208;M;<45-54>;0
2602;M;<45-54>;0
1021;M;<45-54>;0
411;M;<45-54>;0
1009;M;<45-54>;0
661;M;<45-54>;0
2607;M;<45-54>;0
2207;M;<45-54>;0
1606;M;<45-54>;0
2816;M;<45-54>;0
2802;M;<45-54>;0
2479;M;<45-54>;0
2810;M;<45-54>;0
1018;M;<45-54>;0
2213;M;<45-54>;0
1001;M;<45-54>;0
1407;M;<45-54>;0
1604;M;<45-54>;0
1006;M;<45-54>;0
1605;M;<45-54>;0
3022;M;<45-54>;0
2009;M;<45-54>;0
1864;M;<45-54>;0
1408;M;<45-54>;0
1818;M;<45-54>;0
1422;M;<45-54>;0
220;M;<45-54>;0
410;M;<45-54>;0
804;M;<45-54>;0
2415;M;<45-54>;3,075759375
3212;M;<45-54>;0
1213;M;<45-54>;0
1863;M;<45-54>;3,940046459
2478;M;<45-54>;0
2202;M;<45-54>;0
409;M;<45-54>;0
1262;M;<45-54>;0
3214;M;<45-54>;0
413;M;<45-54>;0
226;M;<45-54>;0
213;M;<45-54>;0
3218;M;<45-54>;0
3030;M;<45-54>;0
805;M;<45-54>;0
402;M;<45-54>;0
3213;M;<45-54>;1,420936435
1420;M;<45-54>;0
862;M;<45-54>;0
1016;M;<45-54>;0
208;M;<45-54>;0
2215;M;<45-54>;3,078053316
2204;M;<45-54>;2,628743222
3211;M;<45-54>;0
1014;M;<45-54>;1,876027774
3020;M;<45-54>;2,005091335
3203;M;<45-54>;0
414;M;<45-54>;0
3012;M;<45-54>;0
664;M;<45-54>;1,769702146
1414;M;<45-54>;0
1821;M;<45-54>;0
1203;M;<45-54>;0
1417;M;<45-54>;0
3005;M;<45-54>;0
606;M;<45-54>;0
2413;M;<45-54>;0
224;M;<45-54>;0
2407;M;<45-54>;0
202;M;<45-54>;0
2005;M;<45-54>;0
2609;M;<45-54>;0
1610;M;<45-54>;0
3206;M;<45-54>;0
3025;M;<45-54>;0
211;M;<45-54>;0
201;M;<45-54>;0
2803;M;<45-54>;0
3202;M;<45-54>;0
1406;M;<45-54>;1,320368823
3028;M;<45-54>;0
3009;M;<45-54>;0
1212;M;<45-54>;0
810;M;<45-54>;0
2203;M;<45-54>;0
3061;M;<45-54>;2,090851889
3024;M;<45-54>;0
614;M;<45-54>;0
2406;M;<45-54>;2,909141548
1427;M;<45-54>;0
3216;M;<45-54>;0
2472;M;<45-54>;3,547510834
1413;M;<45-54>;0
802;M;<45-54>;3,077534983
3023;M;<45-54>;0
2815;M;<45-54>;0
3017;M;<45-54>;0
3019;M;<45-54>;0
2412;M;<45-54>;0
2808;M;<45-54>;0
219;M;<45-54>;0
3207;M;<45-54>;0
806;M;<45-54>;0
3011;M;<45-54>;0
2061;M;<45-54>;0
3002;M;<45-54>;0
1208;M;<45-54>;0
1432;M;<45-54>;0
205;M;<45-54>;0
3204;M;<45-54>;0
1063;M;<45-54>;0
2263;M;<45-54>;0
1008;M;<45-54>;2,196321824
604;M;<45-54>;0
3004;M;<45-54>;0
3208;M;<45-54>;0
1464;M;<45-54>;0
3026;M;<45-54>;0
2470;M;<45-54>;0
1012;M;<45-54>;2,883189236
617;M;<45-54>;1,857481007
2468;M;<45-54>;0
1405;M;<45-54>;0
2211;M;<45-54>;0
2861;M;<45-54>;0
1661;M;<45-54>;0
1421;M;<45-54>;0
808;M;<45-54>;0
3001;M;<45-54>;0
1020;M;<45-54>;2,990312381
3201;M;<45-54>;0
2611;M;<45-54>;0
3014;M;<45-54>;0
1003;M;<45-54>;0
2477;M;<45-54>;0
3003;M;<45-54>;2,613929543
1463;M;<45-54>;0
2462;M;<45-54>;0
1017;M;<45-54>;0
1011;M;<45-54>;0
407;M;<45-54>;4,355430332
2405;M;<45-54>;0
809;M;<45-54>;0
462;M;<45-54>;0
2209;M;<45-54>;0
1603;M;<45-54>;0
2661;M;<45-54>;0
2206;M;<45-54>;0
2811;M;<45-54>;0
3210;M;<45-54>;3,932401782
861;M;<45-54>;2,962995773
225;M;<45-54>;0
1428;M;<45-54>;0
2063;M;<45-54>;1,481620742
419;M;<45-54>;0
2467;M;<45-54>;0
3063;M;<45-54>;0
2806;M;<45-54>;0
1002;M;<45-54>;0
1004;M;<45-54>;0
2476;M;<45-54>;0
2401;M;<45-54>;0
803;M;<45-54>;0
3215;M;<45-54>;0
2409;M;<45-54>;0
2416;M;<45-54>;0
2465;M;<45-54>;0
2461;M;<45-54>;0
662;M;<45-54>;0
1862;M;<45-54>;0
2463;M;<45-54>;0
1019;M;<45-54>;0
663;M;<45-54>;8,485160117
2471;M;<45-54>;0
463;M;<45-54>;0
3261;M;<45-54>;0
2610;M;<45-54>;0
1062;M;<45-54>;0
401;M;<45-54>;0
262;M;<45-54>;0
1263;M;<45-54>;0
2469;M;<45-54>;0
2466;M;<45-54>;0
1261;M;<45-54>;20,90329654
2473;M;<45-54>;0
2262;M;<45-54>;0
461;M;<45-54>;0
264;M;<45-54>;0
2862;M;<45-54>;0
261;M;<45-54>;0
3262;M;<45-54>;0
2261;M;<45-54>;7,922373133
207;M;<45-54>;0
2474;M;<45-54>;0
464;M;<45-54>;0
1465;M;<45-54>;36,49088824
3064;M;<45-54>;13,0537611
1462;M;<45-54>;0
221;M;<45-54>;0
3062;M;<45-54>;0
3263;M;<45-54>;0
2464;M;<45-54>;0
1061;M;<45-54>;15,81684037
2475;M;<45-54>;0
2264;M;<45-54>;0
1806;M;<55-64>;0
2012;M;<55-64>;0
1415;M;<55-64>;0
1207;M;<55-64>;0
2007;M;<55-64>;0
1815;M;<55-64>;0
412;M;<55-64>;0
1816;M;<55-64>;6,119550812
1210;M;<55-64>;4,538609332
2006;M;<55-64>;0
1819;M;<55-64>;0
2604;M;<55-64>;4,009245938
1204;M;<55-64>;0
618;M;<55-64>;1,549502818
1216;M;<55-64>;0
1812;M;<55-64>;1,007081184
605;M;<55-64>;0
1813;M;<55-64>;0
1409;M;<55-64>;0
1211;M;<55-64>;0
2608;M;<55-64>;0
1202;M;<55-64>;0
217;M;<55-64>;2,440884711
1214;M;<55-64>;0
1425;M;<55-64>;0
2013;M;<55-64>;0
